x_0,x_1,x_2
-0.8891533016695919,-0.5527953985191711,-0.29017473204289224
-0.5527953985191711,-0.29017473204289224,-0.21257344915425427
-0.29017473204289224,-0.21257344915425427,-1.206899487764689
-0.21257344915425427,-1.206899487764689,-0.9045670203877471
-1.206899487764689,-0.9045670203877471,-0.9557118981625369
-0.9045670203877471,-0.9557118981625369,-0.9353255434743336
-0.9557118981625369,-0.9353255434743336,-0.5589462836144918
-0.9353255434743336,-0.5589462836144918,-0.8118433215997852
-0.5589462836144918,-0.8118433215997852,-0.6271431790808633
-0.8118433215997852,-0.6271431790808633,-0.6192146762726751
-0.6271431790808633,-0.6192146762726751,-0.24891142699845428
-0.6192146762726751,-0.24891142699845428,-0.5034810348770368
-0.24891142699845428,-0.5034810348770368,-0.24728691089497237
-0.5034810348770368,-0.24728691089497237,-0.4454696802997975
-0.24728691089497237,-0.4454696802997975,-0.36139380112713776
-0.4454696802997975,-0.36139380112713776,-1.320005816140869
-0.36139380112713776,-1.320005816140869,-1.2964579690953508
-1.320005816140869,-1.2964579690953508,-1.1701506313921377
-1.2964579690953508,-1.1701506313921377,-0.7457760657948689
-1.1701506313921377,-0.7457760657948689,-0.7588038579725971
-0.7457760657948689,-0.7588038579725971,-0.6120460938614378
-0.7588038579725971,-0.6120460938614378,-0.5594361342625264
-0.6120460938614378,-0.5594361342625264,-0.3971867968435244
-0.5594361342625264,-0.3971867968435244,-0.3442441858159477
-0.3971867968435244,-0.3442441858159477,-0.40458223784385144
-0.3442441858159477,-0.40458223784385144,-0.4116547126754743
-0.40458223784385144,-0.4116547126754743,-0.14762111577486453
-0.4116547126754743,-0.14762111577486453,-0.12888572540003712
-0.14762111577486453,-0.12888572540003712,-0.06013490756588816
-0.12888572540003712,-0.06013490756588816,0.002397600863210718
-0.06013490756588816,0.002397600863210718,0.22395053004426704
0.002397600863210718,0.22395053004426704,0.3886815290733117
0.22395053004426704,0.3886815290733117,0.443122375314877
0.3886815290733117,0.443122375314877,0.27488978229988187
0.443122375314877,0.27488978229988187,0.1266520359646608
0.27488978229988187,0.1266520359646608,-0.16100614504115937
0.1266520359646608,-0.16100614504115937,-0.13301052861348706
-0.16100614504115937,-0.13301052861348706,-0.027357007777403942
-0.13301052861348706,-0.027357007777403942,-0.29372288977865585
-0.027357007777403942,-0.29372288977865585,0.160225989619951
-0.29372288977865585,0.160225989619951,0.22730572760080486
0.160225989619951,0.22730572760080486,0.38818348320531004
0.22730572760080486,0.38818348320531004,0.6623668600351956
0.38818348320531004,0.6623668600351956,1.0703264000383268
0.6623668600351956,1.0703264000383268,1.3682565442529326
1.0703264000383268,1.3682565442529326,1.6978302953105735
1.3682565442529326,1.6978302953105735,2.011668479011351
1.6978302953105735,2.011668479011351,2.24479007870599
2.011668479011351,2.24479007870599,2.467213191243555
2.24479007870599,2.467213191243555,2.655952832186269
2.467213191243555,2.655952832186269,2.9291602328200703
