x_0,x_1,x_2
-1.6188235985585875,-1.1597962161789035,-0.5019685273591249
-1.1597962161789035,-0.5019685273591249,-0.06439336154484804
-0.5019685273591249,-0.06439336154484804,0.033113051402210936
-0.06439336154484804,0.033113051402210936,0.03678211595690326
0.033113051402210936,0.03678211595690326,0.11238462247489316
0.03678211595690326,0.11238462247489316,0.075755016098735
0.11238462247489316,0.075755016098735,0.1517274199915616
0.075755016098735,0.1517274199915616,0.0883846309217493
0.1517274199915616,0.0883846309217493,-0.1131618278110688
0.0883846309217493,-0.1131618278110688,-0.41224399829291314
-0.1131618278110688,-0.41224399829291314,-0.7404998404419543
-0.41224399829291314,-0.7404998404419543,-1.021730495041827
-0.7404998404419543,-1.021730495041827,-1.2184530281090762
-1.021730495041827,-1.2184530281090762,-1.3055901067265538
-1.2184530281090762,-1.3055901067265538,-1.354220014075138
-1.3055901067265538,-1.354220014075138,-1.4499013558163192
-1.354220014075138,-1.4499013558163192,-1.416216889429579
-1.4499013558163192,-1.416216889429579,-1.3238591305365592
-1.416216889429579,-1.3238591305365592,-1.2125224622775357
-1.3238591305365592,-1.2125224622775357,-1.042935502965635
-1.2125224622775357,-1.042935502965635,-0.8025492094832534
-1.042935502965635,-0.8025492094832534,-0.7775841886403126
-0.8025492094832534,-0.7775841886403126,-0.7414850126581035
-0.7775841886403126,-0.7414850126581035,-0.7034985055158364
-0.7414850126581035,-0.7034985055158364,-0.6839971008480831
-0.7034985055158364,-0.6839971008480831,-0.7887787725586386
-0.6839971008480831,-0.7887787725586386,-0.9193885589867539
-0.7887787725586386,-0.9193885589867539,-0.8853085587734554
-0.9193885589867539,-0.8853085587734554,-0.8645186172108501
-0.8853085587734554,-0.8645186172108501,-0.8425304767261251
-0.8645186172108501,-0.8425304767261251,-0.795345366549552
-0.8425304767261251,-0.795345366549552,-0.7645627023409862
-0.795345366549552,-0.7645627023409862,-0.5684310284467433
-0.7645627023409862,-0.5684310284467433,-0.6099028722396997
-0.5684310284467433,-0.6099028722396997,-0.07629905180258782
-0.6099028722396997,-0.07629905180258782,-0.07277159812407061
-0.07629905180258782,-0.07277159812407061,-0.4869535017426091
-0.07277159812407061,-0.4869535017426091,-0.5287659441084349
-0.4869535017426091,-0.5287659441084349,-0.5191589890217102
-0.5287659441084349,-0.5191589890217102,-0.40918776701270276
-0.5191589890217102,-0.40918776701270276,-0.3786175191183997
-0.40918776701270276,-0.3786175191183997,-0.2737320808175434
-0.3786175191183997,-0.2737320808175434,0.17409156176819982
-0.2737320808175434,0.17409156176819982,0.13637240619388397
0.17409156176819982,0.13637240619388397,0.8179498259666693
0.13637240619388397,0.8179498259666693,0.9298309636289178
0.8179498259666693,0.9298309636289178,0.3602836170950479
0.9298309636289178,0.3602836170950479,0.4694881871192452
0.3602836170950479,0.4694881871192452,0.5844634003475785
0.4694881871192452,0.5844634003475785,0.6557968272622547
0.5844634003475785,0.6557968272622547,0.5637326667806153
0.6557968272622547,0.5637326667806153,0.5402795861975271
0.5637326667806153,0.5402795861975271,0.5357303368004015
0.5402795861975271,0.5357303368004015,0.6579319774556193
0.5357303368004015,0.6579319774556193,0.5461643726509938
0.6579319774556193,0.5461643726509938,0.3834913202116603
0.5461643726509938,0.3834913202116603,0.19461537254626918
0.3834913202116603,0.19461537254626918,-0.05781944285344288
0.19461537254626918,-0.05781944285344288,-0.02224764530664453
-0.05781944285344288,-0.02224764530664453,0.08436825348540335
-0.02224764530664453,0.08436825348540335,0.19604368914217335
0.08436825348540335,0.19604368914217335,0.5072238232696676
0.19604368914217335,0.5072238232696676,0.6805781202011923
0.5072238232696676,0.6805781202011923,0.8969070453099112
0.6805781202011923,0.8969070453099112,1.01943585592043
0.8969070453099112,1.01943585592043,1.159946806238358
1.01943585592043,1.159946806238358,1.3347996148121668
1.159946806238358,1.3347996148121668,1.509107343591043
1.3347996148121668,1.509107343591043,1.6399722737529563
1.509107343591043,1.6399722737529563,2.581423352666601
1.6399722737529563,2.581423352666601,2.0040172128967195
2.581423352666601,2.0040172128967195,2.2843878255805117
2.0040172128967195,2.2843878255805117,2.448146764867757
2.2843878255805117,2.448146764867757,3.135023605446371
