x_0,x_1,x_2
0.0,0.028304259923805752,0.08364934467428509
0.028304259923805752,0.08364934467428509,0.11605056889364573
0.08364934467428509,0.11605056889364573,0.22344557296992196
0.11605056889364573,0.22344557296992196,0.2691476509096421
0.22344557296992196,0.2691476509096421,0.36797798938978155
0.2691476509096421,0.36797798938978155,0.543352063027854
0.36797798938978155,0.543352063027854,0.6154952872461161
0.543352063027854,0.6154952872461161,0.6734436780918963
0.6154952872461161,0.6734436780918963,0.7288095424226574
0.6734436780918963,0.7288095424226574,0.7627388438827388
0.7288095424226574,0.7627388438827388,0.7716715002838656
0.7627388438827388,0.7716715002838656,0.7788916263417706
0.7716715002838656,0.7788916263417706,0.702361805264026
0.7788916263417706,0.702361805264026,0.6829112027202758
0.702361805264026,0.6829112027202758,0.6505505307214652
0.6829112027202758,0.6505505307214652,0.654439973834206
0.6505505307214652,0.654439973834206,0.6323574131747666
0.654439973834206,0.6323574131747666,0.6240767046624801
0.6323574131747666,0.6240767046624801,0.6396507712336644
0.6240767046624801,0.6396507712336644,0.6612360866063614
0.6396507712336644,0.6612360866063614,0.6843975377204307
0.6612360866063614,0.6843975377204307,0.6846871702843581
0.6843975377204307,0.6846871702843581,0.6918014761008281
0.6846871702843581,0.6918014761008281,0.8061166296509416
0.6918014761008281,0.8061166296509416,0.888925820193834
0.8061166296509416,0.888925820193834,0.9130464274409095
0.888925820193834,0.9130464274409095,0.9366312510607199
0.9130464274409095,0.9366312510607199,0.953731197912595
0.9366312510607199,0.953731197912595,0.9618946436832915
0.953731197912595,0.9618946436832915,0.964090047533061
0.9618946436832915,0.964090047533061,0.9895531804383412
0.964090047533061,0.9895531804383412,1.0
0.9895531804383412,1.0,0.9447581723709207
1.0,0.9447581723709207,0.9286680032727382
0.9447581723709207,0.9286680032727382,0.6593938440813806
0.9286680032727382,0.6593938440813806,0.6905954365844741
0.6593938440813806,0.6905954365844741,0.7213698119017747
0.6905954365844741,0.7213698119017747,0.726717029534283
0.7213698119017747,0.726717029534283,0.7560357357518447
0.726717029534283,0.7560357357518447,0.7684135916396883
0.7560357357518447,0.7684135916396883,0.8041350632440715
0.7684135916396883,0.8041350632440715,0.8091237186917176
0.8041350632440715,0.8091237186917176,0.8472439960286285
0.8091237186917176,0.8472439960286285,0.8694780553901224
0.8472439960286285,0.8694780553901224,0.8458187182093019
0.8694780553901224,0.8458187182093019,0.8399852400901998
0.8458187182093019,0.8399852400901998,0.8511390230814452
0.8399852400901998,0.8511390230814452,0.8663601114078431
0.8511390230814452,0.8663601114078431,0.8714414053367455
0.8663601114078431,0.8714414053367455,0.8600989584029418
0.8714414053367455,0.8600989584029418,0.9082071652752891
