x_0,x_1,x_2
1213.0,5292.0,2385.0
5292.0,2385.0,2631.0
2385.0,2631.0,3574.0
2631.0,3574.0,2996.0
3574.0,2996.0,2066.0
2996.0,2066.0,2724.0
2066.0,2724.0,1859.0
2724.0,1859.0,2951.0
1859.0,2951.0,1945.0
2951.0,1945.0,1343.0
1945.0,1343.0,1135.0
