x_0,x_1,x_2
0.7582021203186752,0.9914685402421429,1.0
0.9914685402421429,1.0,0.938868326955649
1.0,0.938868326955649,0.8577253622733831
0.938868326955649,0.8577253622733831,0.47208456182171765
0.8577253622733831,0.47208456182171765,0.13346088702088954
0.47208456182171765,0.13346088702088954,0.12618405369801144
0.13346088702088954,0.12618405369801144,0.14679129289254123
0.12618405369801144,0.14679129289254123,0.07904146540367606
0.14679129289254123,0.07904146540367606,0.04325324634590051
0.07904146540367606,0.04325324634590051,0.06508374631453485
0.04325324634590051,0.06508374631453485,0.11721347468791167
0.06508374631453485,0.11721347468791167,0.09814315287623111
0.11721347468791167,0.09814315287623111,0.13838529577818204
0.09814315287623111,0.13838529577818204,0.1477322627187755
0.13838529577818204,0.1477322627187755,0.19528260460447905
0.1477322627187755,0.19528260460447905,0.16514020450410893
0.19528260460447905,0.16514020450410893,0.19823097672667966
0.16514020450410893,0.19823097672667966,0.23505426259331286
0.19823097672667966,0.23505426259331286,0.17552223825356
0.23505426259331286,0.17552223825356,0.0831817326391067
0.17552223825356,0.0831817326391067,0.08675741797879681
0.0831817326391067,0.08675741797879681,0.05667774920017565
0.08675741797879681,0.05667774920017565,0.023273320368860165
0.05667774920017565,0.023273320368860165,0.0
