x_0,x_1,x_2
0.4395068070896481,0.9999999999999999,0.7924479835602363
0.9999999999999999,0.7924479835602363,0.1849473413819676
0.7924479835602363,0.1849473413819676,0.04469560750064218
0.1849473413819676,0.04469560750064218,0.8384279475982532
0.04469560750064218,0.8384279475982532,0.49833033650141284
0.8384279475982532,0.49833033650141284,0.13280246596455175
0.49833033650141284,0.13280246596455175,0.651168764449011
0.13280246596455175,0.651168764449011,0.3321346005651169
0.651168764449011,0.3321346005651169,0.0
0.3321346005651169,0.0,0.08091446185461083
